💎iptv12k測試,#genre#
陝西卫视,http://39.135.32.24:6610/000000001000/1000000002000007495/1.m3u8?xtkg?zweimd
吉林卫视,http://39.135.32.24:6610/000000001000/6042486520432105075/1.m3u8?xtkg?zweimd
宁夏卫视,http://39.135.32.24:6610/000000001000/1000000002000031451/1.m3u8?xtkg?zweimd
內蒙古卫视,http://39.135.32.24:6610/000000001000/1000000002000014080/1.m3u8?xtkg?zweimd
新彊卫视,http://39.135.32.24:6610/000000001000/1000000002000029441/1.m3u8?xtkg?zweimd
西卫藏视,http://39.135.32.24:6610/000000001000/6603041244077933770/1.m3u8?xtkg?zweimd
广西卫视,http://39.135.32.24:6610/000000001000/1000000002000019837/1.m3u8?xtkg?zweimd
湖北卫视,http://111.40.196.27/PLTV/88888888/224/3221225654/index.m3u8?zweimd
广西卫视,http://111.40.196.27/PLTV/88888888/224/3221225601/index.m3u8?zweimd
河北卫视,http://111.40.196.27/PLTV/88888888/224/3221225627/index.m3u8?zweimd
甘肃卫视,http://111.40.196.28/PLTV/88888888/224/3221225639/index.m3u8?zweimd
宁夏卫视,http://111.40.196.29/PLTV/88888888/224/3221225641/index.m3u8?zweimd
云南卫视,http://111.40.196.29/PLTV/88888888/224/3221225644/index.m3u8?zweimd
重庆卫视,http://111.40.196.31/PLTV/88888888/224/3221225514/index.m3u8?zweimd
康巴卫视,http://111.40.196.38/PLTV/88888888/224/3221225648/index.m3u8?zweimd
厦门卫视,http://111.40.196.32/PLTV/88888888/224/3221225643/index.m3u8?zweimd
安多卫视,http://111.40.196.28/PLTV/88888888/224/3221225666/index.m3u8?zweimd
兵团卫视,http://111.40.196.31/PLTV/88888888/224/3221225637/index.m3u8?zweimd
广东卫视,http://111.40.196.31/PLTV/88888888/224/3221225531/index.m3u8?zweimd
湖南卫视,http://111.40.196.28/PLTV/88888888/224/3221225519/index.m3u8?zweimd
江苏卫视,http://111.40.196.31/PLTV/88888888/224/3221225515/index.m3u8?zweimd
湖北卫视,http://111.40.196.30/PLTV/88888888/224/3221225547/index.m3u8?zweimd
北京卫视,http://111.40.196.32/PLTV/88888888/224/3221225527/index.m3u8?zweimd
东南卫视,http://111.40.196.33/PLTV/88888888/224/3221225516/index.m3u8?zweimd
山东卫视,http://111.40.196.30/PLTV/88888888/224/3221225543/index.m3u8?zweimd
湖北卫视,http://117.148.179.134/PLTV/88888888/224/3221231523/index.m3u8?zweimd
黑龙江卫视,http://117.148.179.162/PLTV/88888888/224/3221231520/index.m3u8?zweimd
安徽卫视,http://117.148.179.177/PLTV/88888888/224/3221230215/index.m3u8?zweimd
江西卫视,http://117.148.179.157/PLTV/88888888/224/3221231511/index.m3u8?zweimd
四川卫视,http://117.148.179.176/PLTV/88888888/224/3221231517/index.m3u8?zweimd
河北卫视,http://117.148.179.179/PLTV/88888888/224/3221231411/index.m3u8?zweimd
贵州卫视,http://117.148.179.160/PLTV/88888888/224/3221231676/index.m3u8?zweimd
山西卫视,http://117.148.179.169/PLTV/88888888/224/3221231444/index.m3u8?zweimd
东南卫视,http://117.148.179.160/PLTV/88888888/224/3221231414/index.m3u8?zweimd
厦门卫视,http://117.148.179.134/PLTV/88888888/224/3221229184/index.m3u8?zweimd
海南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225722/index.m3u8?zweimd
青海卫视,http://117.148.179.151/PLTV/88888888/224/3221231435/index.m3u8?zweimd
云南卫视,http://117.148.179.141/PLTV/88888888/224/3221231499/index.m3u8?zweimd
河南卫视,http://117.148.179.144/PLTV/88888888/224/3221231514/index.m3u8?zweimd
陕西卫视,http://117.148.179.156/PLTV/88888888/224/3221231408/index.m3u8?zweimd
吉林卫视,http://117.148.179.164/PLTV/88888888/224/3221231472/index.m3u8?zweimd
广西卫视,http://117.148.179.164/PLTV/88888888/224/3221231600/index.m3u8?zweimd
内蒙古卫视,http://117.148.179.151/PLTV/88888888/224/3221231478/index.m3u8?zweimd
宁夏卫视,http://117.148.179.160/PLTV/88888888/224/3221231441/index.m3u8?zweimd
甘肃卫视,http://117.148.179.158/PLTV/88888888/224/3221231393/index.m3u8?zweimd
重庆卫视,http://117.148.179.155/PLTV/88888888/224/3221231508/index.m3u8?zweimd
新疆卫视,http://117.148.179.183/PLTV/88888888/224/3221231451/index.m3u8?zweimd
兵团卫视,http://117.148.179.162/PLTV/88888888/224/3221231469/index.m3u8?zweimd
南方卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227214/index.m3u8?servicetype=1?zweimd
东南卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225833/index.m3u8?servicetype=1?zweimd
云南卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225853/index.m3u8?servicetype=1?zweimd
河北卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225837/index.m3u8?servicetype=1?zweimd
河南卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225842/index.m3u8?servicetype=1?zweimd
海南卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225855/index.m3u8?servicetype=1?zweimd
甘肃卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225845/index.m3u8?servicetype=1?zweimd
吉林卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225851/index.m3u8?servicetype=1?zweimd
四川卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225835/index.m3u8?servicetype=1?zweimd
康巴卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225856/index.m3u8?servicetype=1?zweimd
贵州卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225838/index.m3u8?servicetype=1?zweimd
青海卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225841/index.m3u8?servicetype=1?zweimd
宁夏卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225849/index.m3u8?servicetype=1?zweimd
山西卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225839/index.m3u8?servicetype=1?zweimd
陕西卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225850/index.m3u8?servicetype=1?zweimd
广西卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225836/index.m3u8?servicetype=1?zweimd
新疆卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225852/index.m3u8?servicetype=1?zweimd
内蒙古卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225846/index.m3u8?servicetype=1?zweimd
西卫藏视,http://117.148.179.162/PLTV/88888888/224/3221231558/index.m3u8?zweimd

🎬影院,#genre#
女神影院,https://pull.kktv8.com/livekktv/99350550.flv
金马影院,http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8
午夜影院,https://pull.kktv8.com/livekktv/99592190.flv
CHC家庭影院,http://117.148.179.157/PLTV/88888888/224/3221231799/index.m3u8?zyangd
CHC家庭影院,http://117.148.179.157/PLTV/88888888/224/3221232942/index.m3u8?zyangd
CHC动作电影,http://117.148.179.157/PLTV/88888888/224/3221231580/index.m3u8?zyangd
CHC动作电影,http://117.148.179.157/PLTV/88888888/224/3221232945/index.m3u8?zyangd
精彩综艺,http://39.134.19.248:6610/yinhe/2/ch00000090990000001273/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
精彩电视剧,http://39.134.19.248:6610/yinhe/2/ch00000090990000001276/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
点视剧场,http://39.134.19.248:6610/yinhe/2/ch00000090990000001319/index.m3u8?virtualDomain=yinhe.live_hls.zte.com


🏀⛹️体育,#genre#
体育,http://pull-g.kktv8.com/livekktv/57588147.flv
HWF散打,http://pull-g.kktv8.com/livekktv/57588147.flv
小溪的柔韧空间 妹子群殴时刻 女人的战体育争,http://121.51.14.14/tx.hls.huya.com/src/1099531627889-1099531627889-85899831251304448-2199063379234-10057-A-0-1.flv?wsSecret=5e86bc012093e5cd78509fcf21290c21&wsTime=6246db32&u=0&seqid=16487244007360000&ctype=tars_mobile&fs=bgct&t=103
棠梦溪 性感美女搏击比赛体育,http://121.51.14.14/tx.hls.huya.com/src/1199589474627-1199589474627-5555965583821897728-2399179072710-10057-A-0-1.flv?wsSecret=c71120165125ca40e07211c08e85cc90&wsTime=6246db4a&u=0&seqid=16487244244730000&ctype=tars_mobile&fs=bgct&t=103
初夏晴 美女拳击 撕头发抓眼睛体育可还行？,http://121.51.14.14/tx.hls.huya.com/src/1099531627807-1099531627807-85899479063986176-2199063379070-10057-A-0-1.flv?wsSecret=049b3e6122a73809e3dd56063753ebcd&wsTime=6246db5a&u=0&seqid=16487244408290000&ctype=tars_mobile&fs=bgct&t=103
浪浪伐 WWE皇家大战体育,http://121.51.14.14/tx.hls.huya.com/src/1844764072-1844764072-7923201358075789312-3689651600-10057-A-0-1.flv?wsSecret=9fae6b84f6df9ef04d0a7df838f1e787&wsTime=6246db11&u=0&seqid=16487243675640000&ctype=tars_mobile&fs=bgct&t=103
WWE 21点冠军争霸 塞纳强森巅峰回放[重体育播],http://121.51.14.14/tx.hls.huya.com/src/1099531627799-1099531627799-85899444704247808-2199063379054-10057-A-0-1.flv?wsSecret=e3ed2eed84dce28125b26adca6ecc8a6&wsTime=6246db0c&u=0&seqid=16487243622570000&ctype=tars_mobile&txyp=o%3An112%3B&fs=bgct&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*-265_*&t=103
虎牙克 [20点小特]火箭马叔鏖战十九局 火箭最终10-9险胜晋级体育2022巡回锦标赛[重播],http://121.51.14.14/tx.hls.huya.com/src/1099531627777-1099531627777-85899350214967296-2199063379010-10057-A-0-1.flv?wsSecret=0020100e8299efa98639cde10d9e430f&wsTime=6246daf6&u=0&seqid=16487243574840000&ctype=tars_mobile&txyp=o%3Acs7%3B&fs=bgct&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*-265_*&t=103
亦寒解说 WWE送葬者摔角狂体育热传奇,http://121.51.14.14/tx.hls.huya.com/src/1199588133789-1199588133789-5550206728462663680-2399176391034-10057-A-0-1.flv?wsSecret=484f4d29058c31fff5bd950f17f7b8e9&wsTime=6246db14&u=0&seqid=16487243701640000&ctype=tars_mobile&fs=bgct&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*-265_*&t=103
WWE老李头 WWE 连续剧情中体育字幕,http://121.51.14.14/tx.hls.huya.com/src/2328693602-2328693602-10001662862994440192-4657510660-10057-A-0-1.flv?wsSecret=65ef13db08716c0cb28254802274fddf&wsTime=6246db16&u=0&seqid=16487243725980000&ctype=tars_mobile&txyp=o%3Ax41%3B&fs=bgct&t=103
丁俊晖赛事专场 丁俊晖2022赛季全纪录,http://121.51.14.14/tx.hls.huya.com/src/1447756352-1447756352-6218066184416264192-2895636160-10057-A-0-1.flv?wsSecret=d13fef65be6a6fc1d426dd81e9e48526&wsTime=6246db1b&u=0&seqid=16487243783700000&ctype=tars_mobile&txyp=o%3Azzeic3lt1%3B&fs=bgct&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*-265_*&t=103
虎牙克副舞台 [20点布雷切尔]第一体育阶段火箭5-3马叔 2022巡回锦标赛[重播],http://121.51.14.14/tx.hls.huya.com/src/1099531739995-1099531739995-86381322854989824-2199063603446-10057-A-0-1.flv?wsSecret=16aa9304e10ff30682d996acd8c89913&wsTime=6246db1d&u=0&seqid=16487243796430000&ctype=tars_mobile&txyp=o%3Ad3%3B&fs=bgct&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*-265_*&t=103
德国足球甲级联赛体育[4月2日直播]德甲巅峰对决 拜仁大战多特   2021/22德甲联赛[重播],http://121.51.14.14/tx.hls.huya.com/src/1099531728511-1099531728511-86331999450562560-2199063580478-10057-A-0-1.flv?wsSecret=09ca25d32d44fe6cda1d7704d0c93a84&wsTime=6246db1f&u=0&seqid=16487243813530000&ctype=tars_mobile&txyp=o%3Anceic2%3B&fs=bgct&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*-265_*&t=103
WWE微风 WWE经典比体育赛,http://121.51.14.14/tx.hls.huya.com/src/2363304929-2363304929-10150317380530601984-4726733314-10057-A-0-1.flv?wsSecret=d4fe6a884e4af6fd9a7798fa05a9013f&wsTime=6246db21&u=0&seqid=16487243832960000&ctype=tars_mobile&fs=bgct&t=103
赵心童未来可期 赵心童英锦赛9连鞭夺冠 新王登基【重体育播】,http://121.51.14.14/tx.hls.huya.com/src/35184375097355-35184375097355-12921507894263808-2199063379048-10057-A-0-1.flv?wsSecret=51be031c93f19313db61f99415806b3d&wsTime=6246db22&u=0&seqid=16487243848960000&ctype=tars_mobile&txyp=o%3Ad3%3B&fs=bgct&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*-265_*&t=103
星动-冰冰 呜呜呜呜体育,http://121.51.14.14/tx.hls.huya.com/src/1199535818070-1199535818070-5325512426290937856-2399071759596-10057-A-0-1.flv?wsSecret=17aaa7b979edfe749b943f09534b8d8a&wsTime=6246db25&u=0&seqid=16487243879080000&ctype=tars_mobile&fs=bgct&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*-265_*&t=103
火箭赛事专场 体育火箭2022赛季全纪录,http://121.51.14.14/tx.hls.huya.com/src/1099531627956-1099531627956-85900119014113280-2199063379368-10057-A-0-1.flv?wsSecret=ad256304cd1f46e3a58ef228c9d03019&wsTime=6246db26&u=0&seqid=16487243891050000&ctype=tars_mobile&txyp=o%3Ac7%3B&fs=bgct&t=103
WWE巨石强森体育流血暴力时代！强森大布台柱合集[重播],http://121.51.14.14/tx.hls.huya.com/src/1099531728843-1099531728843-86333425379704832-2199063581142-10057-A-0-1.flv?wsSecret=cf7cb01440ad659ba9a1ec79dfb3a1c5&wsTime=6246db28&u=0&seqid=16487243904410000&ctype=tars_mobile&fs=bgct&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*-265_*&t=103
每日一爆桌 毒蛇兰迪合集！体育我只爱RKO,http://121.51.14.14/tx.hls.huya.com/src/1099531728845-1099531728845-86333433969639424-2199063581146-10057-A-0-1.flv?wsSecret=aead39581547eca021ff733586ac7317&wsTime=6246db2a&u=0&seqid=16487243922880000&ctype=tars_mobile&fs=bgct&t=103
WWE-RAW 经典红色品牌大战！体育群星擂台战！[重播],http://121.51.14.14/tx.hls.huya.com/src/1099531728841-1099531728841-86333416789770240-2199063581138-10057-A-0-1.flv?wsSecret=ad307509bf4a63a2156f2e9d7ccf7069&wsTime=6246db2b&u=0&seqid=16487243934840000&ctype=tars_mobile&txyp=o%3Acs7%3B&fs=bgct&t=103
范争一绝杀火箭 体育范争一10-9绝杀火箭 拿下职业生涯首冠 2022欧洲大师赛[重播],http://121.51.14.14/tx.hls.huya.com/src/1099531627957-1099531627957-85900123309080576-2199063379370-10057-A-0-1.flv?wsSecret=976069040f4ad177bb9f3fc0e4837bdf&wsTime=6246db2c&u=0&seqid=16487243945720000&ctype=tars_mobile&fs=bgct&t=103
WWE副舞台 超级巨星大乱斗体育！顶级赛事免费看,http://121.51.14.14/tx.hls.huya.com/src/1099531627786-1099531627786-85899388869672960-2199063379028-10057-A-0-1.flv?wsSecret=762f9bda3fdc69dcf4348840b37c1a1e&wsTime=6246db2e&u=0&seqid=16487243964800000&ctype=tars_mobile&txyp=o%3Anc4%3B&fs=bgct&t=103
虎牙斯克视频精选 斯克精彩体育集锦,http://121.51.14.14/tx.hls.huya.com/src/1099531627784-1099531627784-85899380279738368-2199063379024-10057-A-0-1.flv?wsSecret=c27bf98c7c6749062ff824953612a08f&wsTime=6246db2f&u=0&seqid=16487243976260000&ctype=tars_mobile&txyp=o%3Atyeic12%3B&fs=bgct&t=103
WWE-SmackDown 大布回归李霞露面！最体育新SD周赛[重播],http://121.51.14.14/tx.hls.huya.com/src/1099531728842-1099531728842-86333421084737536-2199063581140-10057-A-0-1.flv?wsSecret=49a9d93048f178510f2d51103384e56a&wsTime=6246db30&u=0&seqid=16487243986730000&ctype=tars_mobile&txyp=o%3Acs6%3B&fs=bgct&t=103
乔氏台球于海涛vs王云 体育乔氏台球于海涛vs王云,http://121.51.14.14/tx.hls.huya.com/src/1099531739883-1099531739883-86380841818652672-2199063603222-10057-A-0-1.flv?wsSecret=77d1567a15e136a79f953e03cb6f05fa&wsTime=6246db35&u=0&seqid=16487244037360000&ctype=tars_mobile&txyp=o%3Ad2%3B&fs=bgct&t=103
WWE顶级大赛 顶级付费赛事免费体育看！群星大战,http://121.51.14.14/tx.hls.huya.com/src/1099531728840-1099531728840-86333412494802944-2199063581136-10057-A-0-1.flv?wsSecret=a00b8050adf2a0ad831d54f44067ae01&wsTime=6246db36&u=0&seqid=16487244048310000&ctype=tars_mobile&txyp=o%3Ad2%3B&fs=bgct&t=103
体育赛场 2022亚洲公路摩托体育车锦标赛  重播,http://121.51.14.14/tx.hls.huya.com/src/1099531627962-1099531627962-85900144783917056-2199063379380-10057-A-0-1.flv?wsSecret=901e5456473aaf687458b9a91f33a5e1&wsTime=6246db38&u=0&seqid=16487244069040000&ctype=tars_mobile&txyp=o%3Ad3%3B&fs=bgct&t=103
赛车直播 2022纳斯卡赛车系列赛 EchoPark Automotive Texas Grand Prix 体育美洲赛道 重播,http://121.51.14.14/tx.hls.huya.com/src/1447756351-1447756351-6218066180121296896-2895636158-10057-A-0-1.flv?wsSecret=28133dd2fcf9af238224a22360c51445&wsTime=6246db3a&u=0&seqid=16487244081610000&ctype=tars_mobile&txyp=o%3Acs7%3B&fs=bgct&t=103
小特赛事专场 体育准就一个字 我特神不说两次,http://121.51.14.14/tx.hls.huya.com/src/1099531627782-1099531627782-85899371689803776-2199063379020-10057-A-0-1.flv?wsSecret=de656c4076fa1ad2fe9b58e32f122221&wsTime=6246db3c&u=0&seqid=16487244107230000&ctype=tars_mobile&fs=bgct&t=103
路人王篮球 路人王2021年度总决赛 恭喜周锐！！ 体育重播,http://121.51.14.14/tx.hls.huya.com/src/1859752418-1859752418-7987575813966921728-3719628292-10057-A-0-1.flv?wsSecret=a881a00d9c0c547ef763b278ad90672a&wsTime=6246db3e&u=0&seqid=16487244127500000&ctype=tars_mobile&txyp=o%3Anc2%3B&fs=bgct&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*-265_*&t=103
科蜜JJ 科比后仰的瞬间，体育我看到了神迹,http://121.51.14.14/tx.hls.huya.com/src/1099531627790-1099531627790-85899406049542144-2199063379036-10057-A-0-1.flv?wsSecret=7faaf8ab243971157d412d12cd04b491&wsTime=6246db3f&u=0&seqid=16487244139820000&ctype=tars_mobile&fs=bgct&t=103
乔妹 一只球队一座城市体育，This is we play,http://121.51.14.14/tx.hls.huya.com/src/1099531740250-1099531740250-86382418071650304-2199063603956-10057-A-0-1.flv?wsSecret=2992895041f6bb5bc7f46ce7f5fc788b&wsTime=6246db41&u=0&seqid=16487244154530000&ctype=tars_mobile&txyp=o%3Acs6%3B&fs=bgct&t=103
璟点台球 火箭vs威廉姆斯 巡体育回锦标赛,http://121.51.14.14/tx.hls.huya.com/src/1199603959079-1199603959079-5618175831462379520-2399208041614-10057-A-0-1.flv?wsSecret=1be452cb36ed17bcbdebfdaf92e0b50e&wsTime=6246db43&u=0&seqid=16487244178510000&ctype=tars_mobile&fs=bgct&t=103
元气小埋 地下黑拳格斗 R体育级警告胆小勿点,http://121.51.14.14/tx.hls.huya.com/src/1099531627806-1099531627806-85899474769018880-2199063379068-10057-A-0-1.flv?wsSecret=c34bd7a6761bedab12eebbc6fff1b5b0&wsTime=6246db44&u=0&seqid=16487244189100000&ctype=tars_mobile&txyp=o%3Anceic2%3B&fs=bgct&t=103
RB莱比锡专场 21/22德甲体育莱比锡专场[重播],http://121.51.14.14/tx.hls.huya.com/src/1099531728772-1099531728772-86333120437026816-2199063581000-10057-A-0-1-imgplus.flv?wsSecret=58a551f465184a7303aa400280afd540&wsTime=6246db46&u=0&seqid=16487244202350000&ctype=tars_mobile&txyp=o%3Aq6%3B&fs=bgct&t=103
萌多啦嘉嘉 运动场上体育的喜剧瞬间,http://121.51.14.14/tx.hls.huya.com/src/1099531627925-1099531627925-85899985870127104-2199063379306-10057-A-0-1.flv?wsSecret=e6c0ca80040bfa3c0cae798020cab295&wsTime=6246db47&u=0&seqid=16487244219270000&ctype=tars_mobile&txyp=o%3Acs7%3B&fs=bgct&t=103
野人运动日记荒野独居第八体育季，谁能拿下最终奖金,http://121.51.14.14/tx.hls.huya.com/src/1099531728575-1099531728575-86332274328469504-2199063580606-10057-A-0-1.flv?wsSecret=9d59d4a6edf3bbca650318ba5e959560&wsTime=6246db49&u=0&seqid=16487244230550000&ctype=tars_mobile&txyp=o%3Atyeic11%3B&fs=bgct&t=103
野行者 原始生存21天，体育生存挑战变相亲节目？,http://121.51.14.14/tx.hls.huya.com/src/1099531739795-1099531739795-86380463861530624-2199063603046-10057-A-0-1.flv?wsSecret=1bf8ad9b7bb81c3eda83ddfb63d7855c&wsTime=6246db4b&u=0&seqid=16487244257810000&ctype=tars_mobile&txyp=o%3Az16%3B&fs=bgct&t=103
铁岭二师兄 妹子们太疯了，体育这样打会出事吗,http://121.51.14.14/tx.hls.huya.com/src/1099531728905-1099531728905-86333691667677184-2199063581266-10057-A-0-1.flv?wsSecret=f216410f297e88c99dc76bf64e42f672&wsTime=6246db4c&u=0&seqid=16487244268410000&ctype=tars_mobile&fs=bgct&t=103
夏日么么茶 皇家大战下一体育个是谁？,http://121.51.14.14/tx.hls.huya.com/src/1099531627783-1099531627783-85899375984771072-2199063379022-10057-A-0-1.flv?wsSecret=7f2e9031b3f864d950d7a1d17994c5ec&wsTime=6246db4d&u=0&seqid=16487244279430000&ctype=tars_mobile&fs=bgct&t=103?体育
德国足球甲级联赛1 勒沃库森迎战奥格斯堡  2021/22德甲联赛[体育重播],http://121.51.14.14/tx.hls.huya.com/src/0-0-0-2199063580964-10057-A-0-1.flv?wsSecret=8ec6710a2a593f67b27976b14c7a02c4&wsTime=6246db50&u=0&seqid=16487244302670000&ctype=tars_mobile&txyp=o%3Awx6%3B&fs=bgct&t=103
荒野猎人体育价值万金的深海巨物，你确定不来看看吗？,http://121.51.14.14/tx.hls.huya.com/src/1099531728624-1099531728624-86332484781867008-2199063580704-10057-A-0-1.flv?wsSecret=1a96e15bf7b4dbbae767098d49cdd4ef&wsTime=6246db51&u=0&seqid=16487244314890000&ctype=tars_mobile&fs=bgct&t=103
篮球精选 林书豪，体育哭了！,http://121.51.14.14/tx.hls.huya.com/src/1099531627841-1099531627841-85899625092874240-2199063379138-10057-A-0-1.flv?wsSecret=efba8d373aa55cc4414bd51d8520e988&wsTime=6246db52&u=0&seqid=16487244328250000&ctype=tars_mobile&fs=bgct&t=103
随风摆动的裙摆 体育你敢玩密室逃脱吗,http://121.51.14.14/tx.hls.huya.com/src/1099531728922-1099531728922-86333764682121216-2199063581300-10057-A-0-1.flv?wsSecret=98017127baa837f5d4e919b4bc73e88b&wsTime=6246db54&u=0&seqid=16487244348950000&ctype=tars_mobile&txyp=o%3Atyeic11%3B&fs=bgct&t=103
篮球直播 2021年3X3黄金联赛体育大区赛[重播],http://121.51.14.14/tx.hls.huya.com/src/1099531627800-1099531627800-85899448999215104-2199063379056-10057-A-0-1.flv?wsSecret=bd82a97ea3fe1e6049abd8f5a3ec9c72&wsTime=6246db55&u=0&seqid=16487244363250000&ctype=tars_mobile&txyp=o%3Anc4%3B&fs=bgct&t=103
苏苏的小生活 体育最新WWE 无间道来袭！,http://121.51.14.14/tx.hls.huya.com/src/1099531627965-1099531627965-85900157668818944-2199063379386-10057-A-0-1.flv?wsSecret=07470250e2d42c928b139df21943e4ce&wsTime=6246db57&u=0&seqid=16487244375970000&ctype=tars_mobile&fs=bgct&t=103
拜仁慕尼黑专场 体育21/22赛季德甲拜仁专场[重播],http://121.51.14.14/tx.hls.huya.com/src/1099531728770-1099531728770-86333111847092224-2199063580996-10057-A-0-1.flv?wsSecret=0c6f70956058e377ade341578ef9ce69&wsTime=6246db59&u=0&seqid=16487244394010000&ctype=tars_mobile&fs=bgct&t=103
第一赛场 2021赛季 体育FE电动方程式[重播],http://121.51.14.14/tx.hls.huya.com/src/1099531739778-1099531739778-86380390847086592-2199063603012-10057-A-0-1.flv?wsSecret=10330262ef7e37fa6354a10ea2cea613&wsTime=6246db5c&u=0&seqid=16487244434660000&ctype=tars_mobile&txyp=o%3Anc2%3B&fs=bgct&t=103
十二酱 见过美女摔跤，体育凶狠起来壮汉都怕,http://121.51.14.14/tx.hls.huya.com/src/1099531728893-1099531728893-86333640128069632-2199063581242-10057-A-0-1.flv?wsSecret=1d09b00150ab290d49f608248b659b14&wsTime=6246db63&u=0&seqid=16487244497660000&ctype=tars_mobile&fs=bgct&t=103
揽星-艺声音乐 123········体育···,http://121.51.14.14/tx.hls.huya.com/src/1199557646703-1199557646703-5419265691142324224-2399115416862-10057-A-0-1.flv?wsSecret=86d3bddd0c9776e0c3fcf2805da7f3cc&wsTime=6246db64&u=0&seqid=16487244508590000&ctype=tars_mobile&fs=bgct&t=103
大胃王莉雅 装甲机器人，体育直接被对手切废，机身碎裂,http://121.51.14.14/tx.hls.huya.com/src/1099531627803-1099531627803-85899461884116992-2199063379062-10057-A-0-1.flv?wsSecret=ab7a072810f0faf1b8d52c58fc5d40ca&wsTime=6246db67&u=0&seqid=16487244532370000&ctype=tars_mobile&fs=bgct&t=103
知识工厂 体质差经常感冒？体育试试陈数力荐的瑜伽运动，提升免疫力,http://121.51.14.14/tx.hls.huya.com/src/1199548667595-1199548667595-5380700715935072256-2399097458646-10057-A-0-1.flv?wsSecret=a03287d1f6de7a2751ba54ba7bd65047&wsTime=6246dbc5&u=0&seqid=16487245479790000&ctype=tars_mobile&txyp=o%3Atyeic11%3B&fs=bgct&t=103
美洲杯比赛精华 体育2021美洲杯比赛精华[重播],http://121.51.14.14/tx.hls.huya.com/src/1099531728837-1099531728837-86333399609901056-2199063581130-10057-A-0-1.flv?wsSecret=c844b37192c439b06663c8d227f1aff6&wsTime=6246dbc7&u=0&seqid=16487245496890000&ctype=tars_mobile&fs=bgct&t=103
蒙面摔角场 决战到天体育明,http://121.51.14.14/tx.hls.huya.com/src/1099531627832-1099531627832-85899586438168576-2199063379120-10057-A-0-1.flv?wsSecret=a77625d70a4ebb11d066673dee861293&wsTime=6246dbcc&u=0&seqid=16487245548810000&ctype=tars_mobile&fs=bgct&t=103
沙田柚5哥体育 2022斯文诺克奥沙利文VS威廉姆斯,http://121.51.14.14/tx.hls.huya.com/src/2244870829-2244870829-9641646794299408384-4489865114-10057-A-0-1.flv?wsSecret=4b1d59fac198ead4f14dcd79c3259c10&wsTime=6246dbce&u=0&seqid=16487245564760000&ctype=tars_mobile&fs=bgct&t=103
俄罗武当派 街头铁笼斗体育，拳拳到肉的刺激,http://121.51.14.14/tx.hls.huya.com/src/1099531728965-1099531728965-86333949365714944-2199063581386-10057-A-0-1.flv?wsSecret=756081aa9e8939e9ea81f52bb87e7688&wsTime=6246dbd0&u=0&seqid=16487245584120000&ctype=tars_mobile&txyp=o%3Afz6%3B&fs=bgct&t=103
德国足球甲级联赛2 勒沃库森7-1菲尔特 2021/22赛季德甲[重播]体育,http://121.51.14.14/tx.hls.huya.com/src/0-0-0-2199063580966-10057-A-0-1.flv?wsSecret=6d2af72595206094843b5da4916917a6&wsTime=6246dbd2&u=0&seqid=16487245603820000&ctype=tars_mobile&txyp=o%3An111%3B&fs=bgct&t=103
